# ID,farmer_ID,land_use,yield
8534,490,1,10
8535,1,1,10
8536,290,1,10
8537,290,1,10
8538,281,1,10
8539,365,1,10
8540,907,1,10
8541,488,1,10
8542,92,1,10
8543,490,1,10
8544,1,1,10
8545,490,1,10
8546,561,1,10
8547,427,1,10
8548,427,1,10
8549,490,1,10
8550,490,1,10
8551,1,1,10
8552,290,1,10
8553,288,1,10
8554,288,1,10
8555,102,1,10
8556,102,1,10
8557,281,1,10
8558,356,1,10
8559,92,1,10
8560,92,1,10
8561,92,1,10
8562,996,1,10
8563,490,1,10
8564,253,1,10
8565,281,1,10
8566,915,1,10
8567,427,1,10
8568,253,1,10
8569,102,1,10
8570,281,1,10
8571,281,1,10
8572,281,1,10
8573,300,1,10
8574,488,1,10
8575,92,1,10
8576,996,1,10
8577,58,1,10
8578,58,1,10
8579,113,1,10
8580,281,1,10
8581,365,1,10
8582,300,1,10
8583,300,1,10
8584,488,1,10
8585,488,1,10
8586,92,1,10
8587,1,1,10
8588,281,1,10
8589,281,1,10
8590,281,1,10
8591,92,1,10
8592,1,1,10
8593,620,1,10
8594,356,1,10
8595,300,1,10
8596,488,1,10
8597,203,1,10
8598,1,1,10
8599,149,1,10
8600,102,1,10
8601,236,1,10
8602,602,1,10
8603,591,1,10
8604,300,1,10
8605,300,1,10
8606,92,1,10
8607,92,1,10
8608,288,1,10
8609,92,1,10
8610,113,1,10
8611,149,1,10
8612,281,1,10
8613,281,1,10
8614,365,1,10
8615,365,1,10
8616,602,1,10
8617,468,1,10
8618,468,1,10
8619,92,1,10
8620,113,1,10
8621,253,1,10
8622,288,1,10
8623,288,1,10
8624,102,1,10
8625,281,1,10
8626,602,1,10
8627,490,1,10
8628,253,1,10
8629,288,1,10
8630,281,1,10
8631,365,1,10
8632,236,1,10
8633,92,1,10
8634,203,1,10
8635,203,1,10
8636,1,1,10
8637,1,1,10
8638,149,1,10
8639,253,1,10
8640,288,1,10
8641,102,1,10
8642,281,1,10
8643,907,1,10
8644,300,1,10
8645,92,1,10
8646,113,1,10
8647,149,1,10
8648,288,1,10
8649,288,1,10
8650,102,1,10
8651,102,1,10
8652,365,1,10
8653,365,1,10
8654,236,1,10
8655,591,1,10
8656,300,1,10
8657,468,1,10
8658,427,1,10
8659,290,1,10
8660,290,1,10
8661,149,1,10
8662,288,1,10
8663,281,1,10
8664,92,1,10
8665,92,1,10
8666,92,1,10
8667,996,1,10
8668,253,1,10
8669,288,1,10
8670,281,1,10
8671,281,1,10
8672,365,1,10
8673,365,1,10
8674,300,1,10
8675,92,1,10
8676,113,1,10
8677,253,1,10
8678,356,1,10
8679,300,1,10
8680,468,1,10
8681,92,1,10
8682,203,1,10
8683,203,1,10
8684,102,1,10
8685,281,1,10
8686,591,1,10
8687,488,1,10
8688,488,1,10
8689,92,1,10
8690,92,1,10
8691,253,1,10
8692,281,1,10
8693,356,1,10
8694,715,1,10
8695,203,1,10
8696,290,1,10
8697,102,1,10
8698,102,1,10
8699,281,1,10
8700,92,1,10
8701,92,1,10
8702,113,1,10
8703,113,1,10
8704,490,1,10
8705,468,1,10
8706,92,1,10
8707,113,1,10
8708,113,1,10
8709,490,1,10
8710,1,1,10
8711,149,1,10
8712,102,1,10
8713,281,1,10
8714,281,1,10
8715,468,1,10
8716,113,1,10
8717,300,1,10
8718,300,1,10
8719,92,1,10
8720,92,1,10
8721,490,1,10
8722,490,1,10
8723,290,1,10
8724,502,1,10
8725,281,1,10
8726,281,1,10
8727,281,1,10
8728,113,1,10
8729,281,1,10
8730,281,1,10
8731,300,1,10
8732,488,1,10
8733,92,1,10
8734,113,1,10
8735,290,1,10
8736,281,1,10
8737,236,1,10
8738,92,1,10
8739,92,1,10
8740,490,1,10
8741,203,1,10
8742,203,1,10
8743,149,1,10
8744,149,1,10
8745,107,1,10
8746,488,1,10
8747,92,1,10
8748,490,1,10
8749,427,1,10
8750,907,1,10
8751,236,1,10
8752,149,1,10
8753,288,1,10
8754,288,1,10
8755,102,1,10
8756,102,1,10
8757,281,1,10
8758,300,1,10
8759,488,1,10
8760,92,1,10
8761,253,1,10
8762,253,1,10
8763,281,1,10
8764,236,1,10
8765,602,1,10
8766,490,1,10
8767,288,1,10
8768,288,1,10
8769,281,1,10
8770,281,1,10
8771,915,1,10
8772,915,1,10
8773,300,1,10
8774,92,1,10
8775,113,1,10
8776,1,1,10
8777,149,1,10
8778,102,1,10
8779,281,1,10
8780,365,1,10
8781,365,1,10
8782,620,1,10
8783,300,1,10
8784,113,1,10
8785,1,1,10
8786,427,1,10
8787,281,1,10
8788,365,1,10
8789,92,1,10
8790,92,1,10
8791,490,1,10
8792,281,1,10
8793,602,1,10
8794,915,1,10
8795,300,1,10
8796,488,1,10
8797,715,1,10
8798,92,1,10
8799,1,1,10
8800,281,1,10
8801,281,1,10
8802,365,1,10
8803,602,1,10
8804,92,1,10
8805,92,1,10
8806,149,1,10
8807,102,1,10
8808,102,1,10
8809,92,1,10
8810,102,1,10
8811,281,1,10
8812,365,1,10
8813,602,1,10
8814,468,1,10
8815,92,1,10
8816,113,1,10
8817,490,1,10
8818,102,1,10
8819,365,1,10
8820,602,1,10
8821,92,1,10
8822,92,1,10
8823,102,1,10
8824,281,1,10
8825,365,1,10
8826,365,1,10
8827,602,1,10
8828,92,1,10
8829,290,1,10
8830,149,1,10
8831,253,1,10
8832,288,1,10
8833,365,1,10
8834,365,1,10
8835,602,1,10
8836,300,1,10
8837,300,1,10
8838,468,1,10
8839,92,1,10
8840,92,1,10
8841,92,1,10
8842,149,1,10
8843,288,1,10
8844,288,1,10
8845,102,1,10
8846,102,1,10
8847,365,1,10
8848,236,1,10
8849,92,1,10
8850,92,1,10
8851,113,1,10
8852,490,1,10
8853,490,1,10
8854,149,1,10
8855,102,1,10
8856,102,1,10
8857,236,1,10
8858,427,1,10
8859,236,1,10
8860,300,1,10
8861,488,1,10
8862,92,1,10
8863,92,1,10
8864,113,1,10
8865,113,1,10
8866,113,1,10
8867,203,1,10
8868,113,1,10
8869,113,1,10
8870,490,1,10
8871,290,1,10
8872,290,1,10
8873,102,1,10
8874,236,1,10
8875,113,1,10
8876,290,1,10
8877,281,1,10
8878,236,1,10
8879,300,1,10
8880,468,1,10
8881,92,1,10
8882,1,1,10
8883,1,1,10
8884,102,1,10
8885,113,1,10
8886,490,1,10
8887,427,1,10
8888,288,1,10
8889,288,1,10
8890,102,1,10
8891,102,1,10
8892,281,1,10
8893,102,1,10
8894,281,1,10
8895,236,1,10
8896,236,1,10
8897,488,1,10
8898,92,1,10
8899,92,1,10
8900,203,1,10
8901,203,1,10
8902,290,1,10
8903,288,1,10
8904,288,1,10
8905,288,1,10
8906,102,1,10
8907,113,1,10
8908,490,1,10
8909,102,1,10
8910,102,1,10
8911,300,1,10
8912,92,1,10
8913,92,1,10
8914,490,1,10
8915,290,1,10
8916,236,1,10
8917,602,1,10
8918,92,1,10
8919,490,1,10
8920,427,1,10
8921,290,1,10
8922,281,1,10
8923,365,1,10
8924,236,1,10
8925,754,1,10
8926,113,1,10
8927,102,1,10
8928,620,1,10
8929,92,1,10
8930,92,1,10
8931,92,1,10
8932,113,1,10
8933,102,1,10
8934,281,1,10
8935,281,1,10
8936,365,1,10
8937,365,1,10
8938,236,1,10
8939,236,1,10
8940,300,1,10
8941,488,1,10
8942,92,1,10
8943,113,1,10
8944,236,1,10
8945,92,1,10
8946,113,1,10
8947,490,1,10
8948,203,1,10
8949,281,1,10
8950,365,1,10
8951,236,1,10
8952,754,1,10
8953,754,1,10
8954,754,1,10
8955,468,1,10
8956,113,1,10
8957,490,1,10
8958,281,1,10
8959,915,1,10
8960,92,1,10
8961,113,1,10
8962,113,1,10
8963,288,1,10
8964,281,1,10
8965,281,1,10
8966,300,1,10
8967,92,1,10
8968,113,1,10
8969,113,1,10
8970,113,1,10
8971,149,1,10
8972,281,1,10
8973,107,1,10
8974,365,1,10
8975,915,1,10
8976,468,1,10
8977,149,1,10
8978,149,1,10
8979,149,1,10
8980,281,1,10
8981,365,1,10
8982,620,1,10
8983,488,1,10
8984,113,1,10
8985,427,1,10
8986,102,1,10
8987,102,1,10
8988,588,1,10
8989,754,1,10
8990,113,1,10
8991,113,1,10
8992,1,1,10
8993,288,1,10
8994,102,1,10
8995,150,1,10
8996,620,1,10
8997,588,1,10
8998,754,1,10
8999,754,1,10
9000,468,1,10
9001,92,1,10
9002,490,1,10
9003,427,1,10
9004,1,1,10
9005,427,1,10
9006,149,1,10
9007,288,1,10
9008,102,1,10
9009,102,1,10
9010,236,1,10
9011,915,1,10
9012,468,1,10
9013,92,1,10
9014,92,1,10
9015,113,1,10
9016,149,1,10
9017,149,1,10
9018,102,1,10
9019,102,1,10
9020,102,1,10
9021,365,1,10
9022,620,1,10
9023,939,1,10
9024,92,1,10
9025,92,1,10
9026,92,1,10
9027,92,1,10
9028,92,1,10
9029,203,1,10
9030,288,1,10
9031,939,1,10
9032,92,1,10
9033,92,1,10
9034,1,1,10
9035,281,1,10
9036,365,1,10
9037,236,1,10
9038,281,1,10
9039,365,1,10
9040,588,1,10
9041,754,1,10
9042,754,1,10
9043,490,1,10
9044,203,1,10
9045,149,1,10
9046,365,1,10
9047,754,1,10
9048,939,1,10
9049,468,1,10
9050,92,1,10
9051,149,1,10
9052,149,1,10
9053,102,1,10
9054,102,1,10
9055,281,1,10
9056,107,1,10
9057,754,1,10
9058,468,1,10
9059,113,1,10
9060,490,1,10
9061,203,1,10
9062,427,1,10
9063,427,1,10
9064,149,1,10
9065,915,1,10
9066,754,1,10
9067,92,1,10
9068,113,1,10
9069,149,1,10
9070,137,1,10
9071,107,1,10
9072,236,1,10
9073,92,1,10
9074,92,1,10
9075,490,1,10
9076,203,1,10
9077,427,1,10
9078,149,1,10
9079,281,1,10
9080,107,1,10
9081,236,1,10
9082,236,1,10
9083,92,1,10
9084,92,1,10
9085,113,1,10
9086,203,1,10
9087,462,1,10
9088,102,1,10
9089,588,1,10
9090,588,1,10
9091,488,1,10
9092,203,1,10
9093,1,1,10
9094,236,1,10
9095,588,1,10
9096,149,1,10
9097,102,1,10
9098,102,1,10
9099,236,1,10
9100,588,1,10
9101,588,1,10
9102,92,1,10
9103,149,1,10
9104,102,1,10
9105,871,1,10
9106,754,1,10
9107,468,1,10
9108,113,1,10
9109,290,1,10
9110,288,1,10
9111,468,1,10
9112,92,1,10
9113,290,1,10
9114,288,1,10
9115,281,1,10
9116,5,1,10
9117,92,1,10
9118,92,1,10
9119,92,1,10
9120,113,1,10
9121,281,1,10
9122,281,1,10
9123,468,1,10
9124,92,1,10
9125,92,1,10
9126,92,1,10
9127,113,1,10
9128,490,1,10
9129,113,1,10
9130,296,1,10
9131,365,1,10
9132,236,1,10
9133,236,1,10
9134,588,1,10
9135,939,1,10
9136,92,1,10
9137,92,1,10
9138,290,1,10
9139,539,1,10
9140,281,1,10
9141,939,1,10
9142,92,1,10
9143,102,1,10
9144,102,1,10
9145,281,1,10
9146,588,1,10
9147,754,1,10
9148,92,1,10
9149,149,1,10
9150,102,1,10
9151,281,1,10
9152,365,1,10
9153,236,1,10
9154,203,1,10
9155,588,1,10
9156,149,1,10
9157,462,1,10
9158,365,1,10
9159,236,1,10
9160,588,1,10
9161,588,1,10
9162,754,1,10
9163,92,1,10
9164,113,1,10
9165,490,1,10
9166,490,1,10
9167,1,1,10
9168,427,1,10
9169,102,1,10
9170,281,1,10
9171,365,1,10
9172,620,1,10
9173,5,1,10
9174,92,1,10
9175,281,1,10
9176,236,1,10
9177,588,1,10
9178,490,1,10
9179,290,1,10
9180,290,1,10
9181,102,1,10
9182,107,1,10
9183,236,1,10
9184,5,1,10
9185,92,1,10
9186,92,1,10
9187,490,1,10
9188,620,1,10
9189,588,1,10
9190,754,1,10
9191,329,1,10
9192,490,1,10
9193,149,1,10
9194,102,1,10
9195,620,1,10
9196,620,1,10
9197,588,1,10
9198,468,1,10
9199,490,1,10
9200,149,1,10
9201,462,1,10
9202,102,1,10
9203,102,1,10
9204,588,1,10
9205,5,1,10
9206,468,1,10
9207,427,1,10
9208,149,1,10
9209,102,1,10
9210,150,1,10
9211,588,1,10
9212,588,1,10
9213,754,1,10
9214,5,1,10
9215,102,1,10
9216,365,1,10
9217,150,1,10
9218,871,1,10
9219,588,1,10
9220,939,1,10
9221,468,1,10
9222,92,1,10
9223,1,1,10
9224,102,1,10
9225,365,1,10
9226,236,1,10
9227,588,1,10
9228,588,1,10
9229,5,1,10
9230,5,1,10
9231,468,1,10
9232,490,1,10
9233,490,1,10
9234,490,1,10
9235,203,1,10
9236,236,1,10
9237,939,1,10
9238,490,1,10
9239,490,1,10
9240,149,1,10
9241,149,1,10
9242,102,1,10
9243,539,1,10
9244,236,1,10
9245,588,1,10
9246,508,1,10
9247,915,1,10
9248,5,1,10
9249,329,1,10
9250,102,1,10
9251,588,1,10
9252,427,1,10
9253,149,1,10
9254,107,1,10
9255,588,1,10
9256,754,1,10
9257,939,1,10
9258,5,1,10
9259,865,1,10
9260,149,1,10
9261,102,1,10
9262,236,1,10
9263,588,1,10
9264,5,1,10
9265,92,1,10
9266,92,1,10
9267,329,1,10
9268,490,1,10
9269,490,1,10
9270,290,1,10
9271,462,1,10
9272,102,1,10
9273,102,1,10
9274,102,1,10
9275,236,1,10
9276,468,1,10
9277,92,1,10
9278,92,1,10
9279,92,1,10
9280,490,1,10
9281,865,1,10
9282,462,1,10
9283,462,1,10
9284,462,1,10
9285,102,1,10
9286,102,1,10
9287,102,1,10
9288,107,1,10
9289,150,1,10
9290,236,1,10
9291,92,1,10
9292,92,1,10
9293,92,1,10
9294,427,1,10
9295,290,1,10
9296,137,1,10
9297,236,1,10
9298,754,1,10
9299,468,1,10
9300,490,1,10
9301,296,1,10
9302,107,1,10
9303,365,1,10
9304,236,1,10
9305,588,1,10
9306,490,1,10
9307,102,1,10
9308,102,1,10
9309,539,1,10
9310,588,1,10
9311,754,1,10
9312,490,1,10
9313,427,1,10
9314,462,1,10
9315,102,1,10
9316,815,1,10
9317,365,1,10
9318,754,1,10
9319,468,1,10
9320,365,1,10
9321,150,1,10
9322,468,1,10
9323,490,1,10
9324,462,1,10
9325,462,1,10
9326,92,1,10
9327,490,1,10
9328,427,1,10
9329,462,1,10
9330,462,1,10
9331,102,1,10
9332,588,1,10
9333,754,1,10
9334,490,1,10
9335,490,1,10
9336,490,1,10
9337,490,1,10
9338,490,1,10
9339,490,1,10
9340,865,1,10
9341,462,1,10
9342,451,1,10
9343,451,1,10
9344,490,1,10
9345,490,1,10
9346,490,1,10
9347,462,1,10
9348,365,1,10
9349,150,1,10
9350,588,1,10
9351,754,1,10
9352,5,1,10
9353,865,1,10
9354,102,1,10
9355,107,1,10
9356,236,1,10
9357,620,1,10
9358,915,1,10
9359,5,1,10
9360,5,1,10
9361,490,1,10
9362,490,1,10
9363,490,1,10
9364,102,1,10
9365,539,1,10
9366,365,1,10
9367,365,1,10
9368,915,1,10
9369,915,1,10
9370,754,1,10
9371,5,1,10
9372,92,1,10
9373,92,1,10
9374,296,1,10
9375,915,1,10
9376,5,1,10
9377,5,1,10
9378,5,1,10
9379,92,1,10
9380,92,1,10
9381,490,1,10
9382,541,1,10
9383,365,1,10
9384,192,1,10
9385,588,1,10
9386,490,1,10
9387,490,1,10
9388,149,1,10
9389,704,1,10
9390,150,1,10
9391,749,1,10
9392,468,1,10
9393,468,1,10
9394,92,1,10
9395,92,1,10
9396,329,1,10
9397,149,1,10
9398,102,1,10
9399,588,1,10
9400,588,1,10
9401,588,1,10
9402,865,1,10
9403,541,1,10
9404,541,1,10
9405,427,1,10
9406,462,1,10
9407,102,1,10
9408,365,1,10
9409,192,1,10
9410,754,1,10
9411,754,1,10
9412,92,1,10
9413,329,1,10
9414,149,1,10
9415,451,1,10
9416,192,1,10
9417,588,1,10
9418,468,1,10
9419,468,1,10
9420,149,1,10
9421,102,1,10
9422,451,1,10
9423,588,1,10
9424,754,1,10
9425,490,1,10
9426,290,1,10
9427,149,1,10
9428,150,1,10
9429,236,1,10
9430,236,1,10
9431,541,1,10
9432,704,1,10
9433,539,1,10
9434,588,1,10
9435,92,1,10
9436,490,1,10
9437,149,1,10
9438,704,1,10
9439,815,1,10
9440,236,1,10
9441,92,1,10
9442,92,1,10
9443,539,1,10
9444,588,1,10
9445,5,1,10
9446,149,1,10
9447,149,1,10
9448,451,1,10
9449,137,1,10
9450,137,1,10
9451,508,1,10
9452,365,1,10
9453,92,1,10
9454,92,1,10
9455,102,1,10
9456,508,1,10
9457,236,1,10
9458,5,1,10
9459,1,1,10
9460,102,1,10
9461,102,1,10
9462,102,1,10
9463,236,1,10
9464,588,1,10
9465,92,1,10
9466,149,1,10
9467,102,1,10
9468,149,1,10
9469,149,1,10
9470,149,1,10
9471,137,1,10
9472,236,1,10
9473,236,1,10
9474,5,1,10
9475,5,1,10
9476,5,1,10
9477,468,1,10
9478,704,1,10
9479,468,1,10
9480,92,1,10
9481,490,1,10
9482,290,1,10
9483,462,1,10
9484,451,1,10
9485,451,1,10
9486,137,1,10
9487,754,1,10
9488,5,1,10
9489,5,1,10
9490,468,1,10
9491,490,1,10
9492,754,1,10
9493,5,1,10
9494,5,1,10
9495,92,1,10
9496,149,1,10
9497,137,1,10
9498,754,1,10
9499,5,1,10
9500,490,1,10
9501,462,1,10
9502,462,1,10
9503,107,1,10
9504,915,1,10
9505,92,1,10
9506,490,1,10
9507,314,1,10
9508,541,1,10
9509,137,1,10
9510,365,1,10
9511,5,1,10
9512,5,1,10
9513,5,1,10
9514,92,1,10
9515,314,1,10
9516,490,1,10
9517,541,1,10
9518,704,1,10
9519,704,1,10
9520,451,1,10
9521,137,1,10
9522,236,1,10
9523,588,1,10
9524,588,1,10
9525,754,1,10
9526,5,1,10
9527,92,1,10
9528,92,1,10
9529,320,1,10
9530,102,1,10
9531,815,1,10
9532,588,1,10
9533,588,1,10
9534,915,1,10
9535,92,1,10
9536,490,1,10
9537,296,1,10
9538,427,1,10
9539,149,1,10
9540,462,1,10
9541,468,1,10
9542,468,1,10
9543,92,1,10
9544,427,1,10
9545,462,1,10
9546,704,1,10
9547,815,1,10
9548,192,1,10
9549,588,1,10
9550,5,1,10
9551,92,1,10
9552,541,1,10
9553,149,1,10
9554,102,1,10
9555,815,1,10
9556,508,1,10
9557,5,1,10
9558,94,1,10
9559,490,1,10
9560,865,1,10
9561,865,1,10
9562,541,1,10
9563,149,1,10
9564,704,1,10
9565,451,1,10
9566,508,1,10
9567,588,1,10
9568,490,1,10
9569,865,1,10
9570,427,1,10
9571,462,1,10
9572,102,1,10
9573,451,1,10
9574,150,1,10
9575,588,1,10
9576,588,1,10
9577,5,1,10
9578,490,1,10
9579,541,1,10
9580,541,1,10
9581,462,1,10
9582,462,1,10
9583,137,1,10
9584,620,1,10
9585,5,1,10
9586,490,1,10
9587,865,1,10
9588,865,1,10
9589,296,1,10
9590,163,1,10
9591,620,1,10
9592,5,1,10
9593,5,1,10
9594,201,1,10
9595,296,1,10
9596,290,1,10
9597,462,1,10
9598,365,1,10
9599,192,1,10
9600,192,1,10
9601,588,1,10
9602,189,1,10
9603,189,1,10
9604,654,1,10
9605,236,1,10
9606,5,1,10
9607,5,1,10
9608,92,1,10
9609,102,1,10
9610,236,1,10
9611,192,1,10
9612,92,1,10
9613,92,1,10
9614,92,1,10
9615,290,1,10
9616,451,1,10
9617,192,1,10
9618,5,1,10
9619,5,1,10
9620,92,1,10
9621,94,1,10
9622,490,1,10
9623,161,1,10
9624,102,1,10
9625,704,1,10
9626,150,1,10
9627,192,1,10
9628,92,1,10
9629,541,1,10
9630,541,1,10
9631,149,1,10
9632,815,1,10
9633,107,1,10
9634,5,1,10
9635,94,1,10
9636,102,1,10
9637,137,1,10
9638,236,1,10
9639,588,1,10
9640,5,1,10
9641,92,1,10
9642,865,1,10
9643,149,1,10
9644,102,1,10
9645,620,1,10
9646,588,1,10
9647,588,1,10
9648,588,1,10
9649,5,1,10
9650,5,1,10
9651,320,1,10
9652,102,1,10
9653,102,1,10
9654,236,1,10
9655,5,1,10
9656,468,1,10
9657,92,1,10
9658,865,1,10
9659,163,1,10
9660,236,1,10
9661,588,1,10
9662,588,1,10
9663,588,1,10
9664,92,1,10
9665,462,1,10
9666,236,1,10
9667,236,1,10
9668,5,1,10
9669,94,1,10
9670,149,1,10
9671,365,1,10
9672,588,1,10
9673,5,1,10
9674,468,1,10
9675,92,1,10
9676,490,1,10
9677,290,1,10
9678,149,1,10
9679,462,1,10
9680,704,1,10
9681,451,1,10
9682,451,1,10
9683,137,1,10
9684,588,1,10
9685,5,1,10
9686,468,1,10
9687,468,1,10
9688,490,1,10
9689,490,1,10
9690,865,1,10
9691,541,1,10
9692,462,1,10
9693,462,1,10
9694,451,1,10
9695,150,1,10
9696,94,1,10
9697,296,1,10
9698,290,1,10
9699,137,1,10
9700,163,1,10
9701,150,1,10
9702,541,1,10
9703,541,1,10
9704,149,1,10
9705,149,1,10
9706,462,1,10
9707,704,1,10
9708,92,1,10
9709,92,1,10
9710,94,1,10
9711,541,1,10
9712,462,1,10
9713,462,1,10
9714,508,1,10
9715,365,1,10
9716,915,1,10
9717,92,1,10
9718,94,1,10
9719,161,1,10
9720,137,1,10
9721,5,1,10
9722,5,1,10
9723,94,1,10
9724,451,1,10
9725,150,1,10
9726,5,1,10
9727,92,1,10
9728,314,1,10
9729,490,1,10
9730,161,1,10
9731,541,1,10
9732,149,1,10
9733,508,1,10
9734,150,1,10
9735,588,1,10
9736,468,1,10
9737,92,1,10
9738,94,1,10
9739,314,1,10
9740,161,1,10
9741,865,1,10
9742,163,1,10
9743,468,1,10
9744,92,1,10
9745,92,1,10
9746,490,1,10
9747,490,1,10
9748,541,1,10
9749,541,1,10
9750,462,1,10
9751,451,1,10
9752,150,1,10
9753,588,1,10
9754,588,1,10
9755,915,1,10
9756,5,1,10
9757,92,1,10
9758,92,1,10
9759,541,1,10
9760,137,1,10
9761,588,1,10
9762,201,1,10
9763,490,1,10
9764,163,1,10
9765,192,1,10
9766,400,1,10
9767,400,1,10
9768,92,1,10
9769,149,1,10
9770,102,1,10
9771,451,1,10
9772,137,1,10
9773,163,1,10
9774,620,1,10
9775,588,1,10
9776,588,1,10
9777,400,1,10
9778,5,1,10
9779,92,1,10
9780,320,1,10
9781,296,1,10
9782,102,1,10
9783,451,1,10
9784,451,1,10
9785,451,1,10
9786,137,1,10
9787,150,1,10
9788,588,1,10
9789,588,1,10
9790,201,1,10
9791,92,1,10
9792,94,1,10
9793,451,1,10
9794,192,1,10
9795,588,1,10
9796,588,1,10
9797,5,1,10
9798,94,1,10
9799,94,1,10
9800,94,1,10
9801,541,1,10
9802,541,1,10
9803,157,1,10
9804,137,1,10
9805,163,1,10
9806,236,1,10
9807,236,1,10
9808,92,1,10
9809,92,1,10
9810,92,1,10
9811,149,1,10
9812,149,1,10
9813,451,1,10
9814,588,1,10
9815,92,1,10
9816,92,1,10
9817,92,1,10
9818,490,1,10
9819,296,1,10
9820,412,1,10
9821,365,1,10
9822,588,1,10
9823,92,1,10
9824,490,1,10
9825,462,1,10
9826,508,1,10
9827,365,1,10
9828,150,1,10
9829,236,1,10
9830,92,1,10
9831,94,1,10
9832,94,1,10
9833,412,1,10
9834,412,1,10
9835,365,1,10
9836,150,1,10
9837,236,1,10
9838,92,1,10
9839,137,1,10
9840,107,1,10
9841,236,1,10
9842,236,1,10
9843,915,1,10
9844,92,1,10
9845,865,1,10
9846,149,1,10
9847,236,1,10
9848,94,1,10
9849,94,1,10
9850,490,1,10
9851,149,1,10
9852,137,1,10
9853,508,1,10
9854,163,1,10
9855,201,1,10
9856,94,1,10
9857,94,1,10
9858,462,1,10
9859,102,1,10
9860,236,1,10
9861,236,1,10
9862,201,1,10
9863,541,1,10
9864,149,1,10
9865,102,1,10
9866,815,1,10
9867,508,1,10
9868,588,1,10
9869,588,1,10
9870,5,1,10
9871,94,1,10
9872,314,1,10
9873,865,1,10
9874,451,1,10
9875,815,1,10
9876,137,1,10
9877,163,1,10
9878,400,1,10
9879,468,1,10
9880,201,1,10
9881,92,1,10
9882,92,1,10
9883,94,1,10
9884,704,1,10
9885,137,1,10
9886,468,1,10
9887,94,1,10
9888,290,1,10
9889,137,1,10
9890,137,1,10
9891,508,1,10
9892,588,1,10
9893,94,1,10
9894,320,1,10
9895,314,1,10
9896,290,1,10
9897,236,1,10
9898,5,1,10
9899,92,1,10
9900,94,1,10
9901,412,1,10
9902,462,1,10
9903,462,1,10
9904,704,1,10
9905,620,1,10
9906,468,1,10
9907,161,1,10
9908,541,1,10
9909,290,1,10
9910,462,1,10
9911,451,1,10
9912,451,1,10
9913,137,1,10
9914,137,1,10
9915,163,1,10
9916,150,1,10
9917,588,1,10
9918,92,1,10
9919,541,1,10
9920,163,1,10
9921,588,1,10
9922,5,1,10
9923,92,1,10
9924,161,1,10
9925,161,1,10
9926,296,1,10
9927,462,1,10
9928,5,1,10
9929,94,1,10
9930,137,1,10
9931,163,1,10
9932,5,1,10
9933,541,1,10
9934,163,1,10
9935,588,1,10
9936,588,1,10
9937,400,1,10
9938,94,1,10
9939,541,1,10
9940,137,1,10
9941,588,1,10
9942,862,1,10
9943,588,1,10
9944,400,1,10
9945,5,1,10
9946,94,1,10
9947,296,1,10
9948,412,1,10
9949,704,1,10
9950,815,1,10
9951,400,1,10
9952,201,1,10
9953,865,1,10
9954,412,1,10
9955,412,1,10
9956,462,1,10
9957,704,1,10
9958,620,1,10
9959,620,1,10
9960,462,1,10
9961,462,1,10
9962,451,1,10
9963,815,1,10
9964,163,1,10
9965,92,1,10
9966,94,1,10
9967,296,1,10
9968,137,1,10
9969,163,1,10
9970,163,1,10
9971,620,1,10
9972,94,1,10
9973,296,1,10
9974,296,1,10
9975,149,1,10
9976,400,1,10
9977,92,1,10
9978,94,1,10
9979,192,1,10
9980,201,1,10
9981,943,1,10
9982,161,1,10
9983,161,1,10
9984,137,1,10
9985,201,1,10
9986,94,1,10
9987,94,1,10
9988,296,1,10
9989,412,1,10
9990,588,1,10
9991,588,1,10
9992,5,1,10
9993,92,1,10
9994,704,1,10
9995,704,1,10
9996,137,1,10
9997,192,1,10
9998,5,1,10
9999,92,1,10
10000,161,1,10
10001,412,1,10
10002,462,1,10
10003,704,1,10
10004,157,1,10
10005,815,1,10
10006,508,1,10
10007,862,1,10
10008,400,1,10
10009,94,1,10
10010,161,1,10
10011,541,1,10
10012,451,1,10
10013,163,1,10
10014,192,1,10
10015,92,1,10
10016,92,1,10
10017,92,1,10
10018,161,1,10
10019,704,1,10
10020,704,1,10
10021,451,1,10
10022,451,1,10
10023,508,1,10
10024,508,1,10
10025,236,1,10
10026,236,1,10
10027,620,1,10
10028,588,1,10
10029,161,1,10
10030,412,1,10
10031,451,1,10
10032,137,1,10
10033,236,1,10
10034,588,1,10
10035,92,1,10
10036,94,1,10
10037,94,1,10
10038,161,1,10
10039,412,1,10
10040,462,1,10
10041,704,1,10
10042,704,1,10
10043,508,1,10
10044,236,1,10
10045,588,1,10
10046,5,1,10
10047,92,1,10
10048,149,1,10
10049,462,1,10
10050,704,1,10
10051,137,1,10
10052,588,1,10
10053,5,1,10
10054,201,1,10
10055,92,1,10
10056,94,1,10
10057,94,1,10
10058,94,1,10
10059,94,1,10
10060,161,1,10
10061,412,1,10
10062,137,1,10
10063,163,1,10
10064,163,1,10
10065,588,1,10
10066,588,1,10
10067,400,1,10
10068,400,1,10
10069,94,1,10
10070,865,1,10
10071,462,1,10
10072,102,1,10
10073,137,1,10
10074,163,1,10
10075,5,1,10
10076,721,1,10
10077,721,1,10
10078,462,1,10
10079,400,1,10
10080,201,1,10
10081,94,1,10
10082,94,1,10
10083,462,1,10
10084,163,1,10
10085,620,1,10
10086,94,1,10
